Parameter Name,Value
General Information,
Sample name:,47
Start of measurement:,26*02*2015 14:54:13
Stop of measurement:,16*03*2015 09:04:13
Duration of Measurements:,17 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,358
Empty soil sampling ring weight [g]:,188.71
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.6
Scale [g]:,0.06
Sensor Unit Information,
Busnumber:,6
Subaddress:,1
Serial number:,766
Sensor unit name:,MY-HYPROP-MK
Firmware Version:,NaN
Scale Information,
Serial number:,
Scale name:,
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,26*02*2015 14:54:13
Tension top Air Entry Point,07*03*2015 19:04:13
Tension bottom Air Entry Point,11*03*2015 00:44:13
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.333253056169992
Dry soil weight [g]:,398.4
Additional Soil Paramters,
Density [g/cm3]:,1.60
Porosity [-]:,0.40
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,PDI-variant of the bimodal constrained van Genuchten model 
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C]
28*02*2015 13:24:13,113.61,116.02,16.64
28*02*2015 13:34:13,113.77,116.2,16.68
28*02*2015 13:44:13,114.06,116.46,16.71
28*02*2015 13:54:13,114.26,116.67,16.75
28*02*2015 14:04:13,114.57,117.05,16.8
28*02*2015 14:14:13,114.62,117.11,16.85
28*02*2015 14:24:13,114.71,117.14,16.91
28*02*2015 14:34:13,114.95,117.4,16.98
28*02*2015 14:44:13,115.25,117.73,17.05
28*02*2015 14:54:13,115.36,117.89,17.13
28*02*2015 15:04:13,115.59,118.1,17.19
28*02*2015 15:14:13,115.9,118.45,17.24
28*02*2015 15:24:13,116.3,118.84,17.27
28*02*2015 15:34:13,116.63,119.22,17.29
28*02*2015 15:44:13,116.88,119.49,17.3
28*02*2015 15:54:13,117.02,119.59,17.32
28*02*2015 16:04:13,116.95,119.54,17.37
28*02*2015 16:14:13,117.34,119.93,17.43
28*02*2015 16:24:13,117.62,120.28,17.47
28*02*2015 16:34:13,117.88,120.62,17.49
28*02*2015 16:44:13,118.02,120.71,17.5
28*02*2015 16:54:13,118.12,120.85,17.5
28*02*2015 17:04:13,118.41,121.1,17.49
28*02*2015 17:14:13,118.56,121.32,17.48
28*02*2015 17:24:13,118.81,121.56,17.46
28*02*2015 17:34:13,119.07,121.81,17.43
28*02*2015 17:44:13,118.94,121.72,17.41
28*02*2015 17:54:13,118.8,121.55,17.39
28*02*2015 18:04:13,119.02,121.74,17.38
28*02*2015 18:14:13,118.96,121.76,17.36
28*02*2015 18:24:13,118.72,121.56,17.35
28*02*2015 18:34:13,118.92,121.68,17.33
28*02*2015 18:44:13,119.11,121.9,17.32
28*02*2015 18:54:13,119.21,121.95,17.3
28*02*2015 19:04:13,119.46,122.22,17.29
28*02*2015 19:14:13,119.35,122.2,17.28
28*02*2015 19:24:13,119.41,122.2,17.26
28*02*2015 19:34:13,119.46,122.29,17.25
28*02*2015 19:44:13,119.44,122.29,17.24
28*02*2015 19:54:13,119.64,122.48,17.24
28*02*2015 20:04:13,119.48,122.31,17.23
28*02*2015 20:14:13,119.61,122.46,17.22
28*02*2015 20:24:13,119.58,122.46,17.22
28*02*2015 20:34:13,119.71,122.57,17.21
28*02*2015 20:44:13,119.76,122.65,17.21
28*02*2015 20:54:13,119.71,122.59,17.21
28*02*2015 21:04:13,119.91,122.81,17.21
28*02*2015 21:14:13,119.88,122.79,17.2
28*02*2015 21:24:13,119.97,122.86,17.2
28*02*2015 21:34:13,120.16,122.99,17.2
28*02*2015 21:44:13,120.24,123.14,17.2
28*02*2015 21:54:13,120.37,123.32,17.2
28*02*2015 22:04:13,120.41,123.37,17.19
28*02*2015 22:14:13,120.51,123.44,17.19
28*02*2015 22:24:13,120.74,123.71,17.19
28*02*2015 22:34:13,120.91,123.92,17.18
28*02*2015 22:44:13,121.11,124.1,17.17
28*02*2015 22:54:13,121.14,124.15,17.17
28*02*2015 23:04:13,121.2,124.28,17.16
28*02*2015 23:14:13,121.32,124.33,17.16
28*02*2015 23:24:13,121.27,124.38,17.15
28*02*2015 23:34:13,121.24,124.33,17.15
28*02*2015 23:44:13,121.4,124.52,17.15
28*02*2015 23:54:13,121.34,124.41,17.14
01*03*2015 00:04:13,121.46,124.59,17.14
01*03*2015 00:14:13,121.45,124.6,17.14
01*03*2015 00:24:13,121.45,124.56,17.14
01*03*2015 00:34:13,121.62,124.74,17.14
01*03*2015 00:44:13,121.73,124.88,17.15
01*03*2015 00:54:13,121.74,124.87,17.15
01*03*2015 01:04:13,121.86,125.02,17.15
01*03*2015 01:14:13,121.88,125.05,17.16
01*03*2015 01:24:13,121.83,124.97,17.16
01*03*2015 01:34:13,121.96,125.13,17.16
01*03*2015 01:44:13,122.14,125.32,17.16
01*03*2015 01:54:13,121.86,125.28,17.17
01*03*2015 02:04:13,122.21,125.35,17.17
01*03*2015 02:14:13,122.29,125.48,17.17
01*03*2015 02:24:13,122.34,125.54,17.17
01*03*2015 02:34:13,122.37,125.58,17.18
01*03*2015 02:44:13,122.52,125.77,17.18
01*03*2015 02:54:13,122.57,125.81,17.18
01*03*2015 03:04:13,122.58,125.81,17.19
01*03*2015 03:14:13,122.71,125.96,17.2
01*03*2015 03:24:13,122.8,126.12,17.2
01*03*2015 03:34:13,122.86,126.15,17.21
01*03*2015 03:44:13,123.08,126.39,17.22
01*03*2015 03:54:13,123.28,126.56,17.22
01*03*2015 04:04:13,123.25,126.56,17.23
01*03*2015 04:14:13,123.34,126.71,17.24
01*03*2015 04:24:13,123.52,126.81,17.25
01*03*2015 04:34:13,123.61,126.99,17.26
01*03*2015 04:44:13,123.73,127.06,17.27
01*03*2015 04:54:13,123.78,127.11,17.28
01*03*2015 05:04:13,123.9,127.28,17.3
01*03*2015 05:14:13,123.84,127.35,17.31
01*03*2015 05:24:13,124.02,127.31,17.32
01*03*2015 05:34:13,124.05,127.43,17.34
01*03*2015 05:44:13,124.17,127.52,17.35
01*03*2015 05:54:13,124.15,127.56,17.37
01*03*2015 06:04:13,124.31,127.72,17.38
01*03*2015 06:14:13,124.42,127.84,17.39
01*03*2015 06:24:13,124.53,127.95,17.4
01*03*2015 06:34:13,124.58,128.01,17.42
01*03*2015 06:44:13,124.51,128.06,17.43
01*03*2015 06:54:13,124.71,128.1,17.44
01*03*2015 07:04:13,124.77,128.23,17.45
01*03*2015 07:14:13,124.9,128.44,17.46
01*03*2015 07:24:13,125.13,128.61,17.46
01*03*2015 07:34:13,125.24,128.71,17.46
01*03*2015 07:44:13,125.33,128.98,17.47
01*03*2015 07:54:13,125.53,129.05,17.47
01*03*2015 08:04:13,125.76,129.41,17.46
01*03*2015 08:14:13,125.9,129.56,17.46
01*03*2015 08:24:13,125.92,129.57,17.46
01*03*2015 08:34:13,126.11,129.83,17.46
01*03*2015 08:44:13,126.2,129.92,17.45
01*03*2015 08:54:13,126.33,130.06,17.45
01*03*2015 09:04:13,126.42,130.22,17.45
01*03*2015 09:14:13,126.65,130.49,17.44
01*03*2015 09:24:13,126.82,130.71,17.43
01*03*2015 09:34:13,126.93,130.82,17.43
01*03*2015 09:44:13,126.99,131.03,17.42
01*03*2015 09:54:13,127.07,131.12,17.42
01*03*2015 10:04:13,127.21,131.31,17.42
01*03*2015 10:14:13,127.23,131.41,17.42
01*03*2015 10:24:13,127.3,131.54,17.42
01*03*2015 10:34:13,127.62,131.83,17.42
01*03*2015 10:44:13,127.8,132.09,17.42
01*03*2015 10:54:13,128.04,132.27,17.41
01*03*2015 11:04:13,127.91,132.27,17.41
01*03*2015 11:14:13,128.2,132.47,17.42
01*03*2015 11:24:13,128.3,132.78,17.43
01*03*2015 11:34:13,128.39,132.86,17.43
01*03*2015 11:44:13,128.57,133.08,17.44
01*03*2015 11:54:13,128.75,133.33,17.44
01*03*2015 12:04:13,128.86,133.53,17.45
01*03*2015 12:14:13,129.17,133.91,17.45
01*03*2015 12:24:13,129.32,134.11,17.46
01*03*2015 12:34:13,129.5,134.3,17.47
01*03*2015 12:44:13,129.68,134.63,17.48
01*03*2015 12:54:13,129.82,134.64,17.49
01*03*2015 13:04:13,130.03,134.88,17.51
01*03*2015 13:14:13,130.16,135.22,17.54
01*03*2015 13:24:13,130.45,135.49,17.55
01*03*2015 13:34:13,130.66,135.73,17.57
01*03*2015 13:44:13,130.85,136.19,17.59
01*03*2015 13:54:13,131,136.3,17.6
01*03*2015 14:04:13,131.3,136.67,17.62
01*03*2015 14:14:13,131.39,136.91,17.65
01*03*2015 14:24:13,131.51,137.15,17.69
01*03*2015 14:34:13,131.77,137.61,17.74
01*03*2015 14:44:13,131.94,137.91,17.76
01*03*2015 14:54:13,132.21,138.18,17.78
01*03*2015 15:04:13,132.21,138.35,17.8
01*03*2015 15:14:13,132.53,138.7,17.82
01*03*2015 15:24:13,132.68,138.91,17.86
01*03*2015 15:34:13,132.91,139.15,17.91
01*03*2015 15:44:13,133.26,139.7,17.95
01*03*2015 15:54:13,133.56,139.93,17.99
01*03*2015 16:04:13,133.69,140.3,18.05
01*03*2015 16:14:13,133.31,140.33,18.13
01*03*2015 16:24:13,133.33,140.53,18.27
01*03*2015 16:34:13,133.78,140.92,18.44
01*03*2015 16:44:13,133.87,141.28,18.62
01*03*2015 16:54:13,133.99,141.4,18.84
01*03*2015 17:04:13,134.64,142.4,18.99
01*03*2015 17:14:13,135.1,142.99,19.07
01*03*2015 17:24:13,135.44,143.5,19.12
01*03*2015 17:34:13,135.38,143.84,19.15
01*03*2015 17:44:13,136.01,144.21,19.18
01*03*2015 17:54:13,136.17,144.34,19.17
01*03*2015 18:04:13,136.63,144.72,19.16
01*03*2015 18:14:13,136.86,144.88,19.13
01*03*2015 18:24:13,137.12,145.05,19.1
01*03*2015 18:34:13,137.42,145.27,19.07
01*03*2015 18:44:13,137.73,145.68,19.03
01*03*2015 18:54:13,137.96,145.97,18.99
01*03*2015 19:04:13,138.28,146.3,18.95
01*03*2015 19:14:13,138.55,146.62,18.9
01*03*2015 19:24:13,138.64,146.89,18.86
01*03*2015 19:34:13,138.98,147.25,18.82
01*03*2015 19:44:13,139.45,147.61,18.77
01*03*2015 19:54:13,139.69,147.82,18.73
01*03*2015 20:04:13,139.96,148.17,18.7
01*03*2015 20:14:13,140.24,148.5,18.66
01*03*2015 20:24:13,140.54,148.72,18.63
01*03*2015 20:34:13,140.91,148.97,18.59
01*03*2015 20:44:13,141.18,149.2,18.56
01*03*2015 20:54:13,141.46,149.66,18.54
01*03*2015 21:04:13,141.84,149.98,18.51
01*03*2015 21:14:13,142.1,150.34,18.47
01*03*2015 21:24:13,142.46,150.75,18.44
01*03*2015 21:34:13,142.87,151.13,18.41
01*03*2015 21:44:13,143.22,151.46,18.39
01*03*2015 21:54:13,143.59,151.91,18.36
01*03*2015 22:04:13,143.93,152.33,18.33
01*03*2015 22:14:13,144.44,152.71,18.3
01*03*2015 22:24:13,144.79,153.12,18.27
01*03*2015 22:34:13,145.26,153.54,18.24
01*03*2015 22:44:13,145.62,153.97,18.22
01*03*2015 22:54:13,146.12,154.35,18.2
01*03*2015 23:04:13,146.55,154.86,18.18
01*03*2015 23:14:13,146.88,155.32,18.15
01*03*2015 23:24:13,147.37,155.7,18.13
01*03*2015 23:34:13,147.85,156.03,18.11
01*03*2015 23:44:13,148.28,156.47,18.09
01*03*2015 23:54:13,148.68,157.01,18.07
02*03*2015 00:04:13,149.18,157.49,18.05
02*03*2015 00:14:13,149.73,158.06,18.02
02*03*2015 00:24:13,150.17,158.29,18
02*03*2015 00:34:13,150.69,159.05,17.98
02*03*2015 00:44:13,151.18,159.59,17.95
02*03*2015 00:54:13,151.76,160.3,17.92
02*03*2015 01:04:13,152.37,160.74,17.89
02*03*2015 01:14:13,152.88,161.24,17.87
02*03*2015 01:24:13,153.45,161.74,17.85
02*03*2015 01:34:13,154.03,162.31,17.83
02*03*2015 01:44:13,154.58,163.04,17.8
02*03*2015 01:54:13,155.18,163.63,17.77
02*03*2015 02:04:13,155.77,164.1,17.75
02*03*2015 02:14:13,156.36,164.8,17.73
02*03*2015 02:24:13,156.92,165.32,17.71
02*03*2015 02:34:13,157.52,165.84,17.69
02*03*2015 02:44:13,158.14,166.56,17.67
02*03*2015 02:54:13,158.77,167.22,17.65
02*03*2015 03:04:13,159.32,167.86,17.63
02*03*2015 03:14:13,159.99,168.69,17.6
02*03*2015 03:24:13,160.62,169.3,17.58
02*03*2015 03:34:13,161.25,169.93,17.56
02*03*2015 03:44:13,161.86,170.59,17.54
02*03*2015 03:54:13,162.52,171.41,17.52
02*03*2015 04:04:13,163.16,172.18,17.5
02*03*2015 04:14:13,163.8,172.8,17.48
02*03*2015 04:24:13,164.42,173.34,17.46
02*03*2015 04:34:13,165.06,174.23,17.44
02*03*2015 04:44:13,165.72,174.86,17.42
02*03*2015 04:54:13,166.35,175.66,17.4
02*03*2015 05:04:13,167,176.37,17.38
02*03*2015 05:14:13,167.65,177.09,17.36
02*03*2015 05:24:13,168.31,177.8,17.34
02*03*2015 05:34:13,168.96,178.52,17.32
02*03*2015 05:44:13,169.62,179.22,17.31
02*03*2015 05:54:13,170.27,179.97,17.29
02*03*2015 06:04:13,170.93,180.68,17.27
02*03*2015 06:14:13,171.59,181.44,17.25
02*03*2015 06:24:13,172.25,182.12,17.23
02*03*2015 06:34:13,172.91,182.83,17.21
02*03*2015 06:44:13,173.57,183.56,17.2
02*03*2015 06:54:13,174.23,184.19,17.19
02*03*2015 07:04:13,174.86,184.69,17.19
02*03*2015 07:14:13,175.47,185.21,17.19
02*03*2015 07:24:13,176.07,185.94,17.2
02*03*2015 07:34:13,176.7,186.55,17.2
02*03*2015 07:44:13,177.3,187.07,17.21
02*03*2015 07:54:13,177.89,187.64,17.22
02*03*2015 08:04:13,178.54,188.55,17.23
02*03*2015 08:14:13,179.03,189.5,17.22
02*03*2015 08:24:13,179.79,190.62,17.2
02*03*2015 08:34:13,180.44,191.42,17.18
02*03*2015 08:44:13,181.05,192.17,17.17
02*03*2015 08:54:13,181.82,192.91,17.17
02*03*2015 09:04:13,182.47,193.4,17.17
02*03*2015 09:14:13,183.16,194.07,17.19
02*03*2015 09:24:13,183.74,194.77,17.2
02*03*2015 09:34:13,184.27,195.34,17.21
02*03*2015 09:44:13,185.03,196.23,17.22
02*03*2015 09:54:13,185.78,197.26,17.22
02*03*2015 10:04:13,186.18,198.16,17.23
02*03*2015 10:14:13,186.91,198.79,17.26
02*03*2015 10:24:13,187.59,199.54,17.27
02*03*2015 10:34:13,188.4,200.38,17.28
02*03*2015 10:44:13,189.09,201.07,17.28
02*03*2015 10:54:13,189.77,201.83,17.28
02*03*2015 11:04:13,190.48,202.7,17.28
02*03*2015 11:14:13,191.15,203.54,17.29
02*03*2015 11:24:13,191.85,204.53,17.28
02*03*2015 11:34:13,192.55,205.4,17.28
02*03*2015 11:44:13,193.41,206.46,17.28
02*03*2015 11:54:13,194.18,207.59,17.28
02*03*2015 12:04:13,194.85,208.53,17.28
02*03*2015 12:14:13,195.6,209.49,17.28
02*03*2015 12:24:13,196.35,210.45,17.28
02*03*2015 12:34:13,197.05,211.21,17.28
02*03*2015 12:44:13,198.04,212.29,17.28
02*03*2015 12:54:13,198.81,213.29,17.28
02*03*2015 13:04:13,199.54,214,17.27
02*03*2015 13:14:13,200.38,215,17.27
02*03*2015 13:24:13,201.13,216.1,17.27
02*03*2015 13:34:13,201.91,216.97,17.27
02*03*2015 13:44:13,202.74,217.81,17.28
02*03*2015 13:54:13,203.44,218.64,17.3
02*03*2015 14:04:13,204.17,219.33,17.32
02*03*2015 14:14:13,204.94,219.91,17.33
02*03*2015 14:24:13,205.67,220.71,17.34
02*03*2015 14:34:13,206.42,221.67,17.35
02*03*2015 14:44:13,207.21,222.79,17.38
02*03*2015 14:54:13,207.86,223.82,17.44
02*03*2015 15:04:13,208.58,225.01,17.53
02*03*2015 15:14:13,209.37,226.36,17.61
02*03*2015 15:24:13,210.22,227.79,17.67
02*03*2015 15:34:13,211.02,229.16,17.78
02*03*2015 15:44:13,211.8,230.6,17.92
02*03*2015 15:54:13,212.54,232.1,18.1
02*03*2015 16:04:13,213.37,233.62,18.26
02*03*2015 16:14:13,214.23,235.17,18.45
02*03*2015 16:24:13,215.17,236.82,18.63
02*03*2015 16:34:13,216.11,238.48,18.81
02*03*2015 16:44:13,217.1,240.21,18.99
02*03*2015 16:54:13,218.12,242.04,19.14
02*03*2015 17:04:13,219.15,243.79,19.26
02*03*2015 17:14:13,220.42,245.49,19.32
02*03*2015 17:24:13,221.64,247.32,19.35
02*03*2015 17:34:13,222.93,248.94,19.35
02*03*2015 17:44:13,224.14,250.45,19.35
02*03*2015 17:54:13,225.4,252.01,19.34
02*03*2015 18:04:13,226.63,253.73,19.32
02*03*2015 18:14:13,227.9,255.34,19.28
02*03*2015 18:24:13,229.18,256.91,19.23
02*03*2015 18:34:13,230.51,258.63,19.16
02*03*2015 18:44:13,231.79,260.22,19.08
02*03*2015 18:54:13,233.13,261.94,19
02*03*2015 19:04:13,234.46,263.48,18.92
02*03*2015 19:14:13,235.82,265.17,18.84
02*03*2015 19:24:13,237.25,266.92,18.77
02*03*2015 19:34:13,238.33,268.8,18.69
02*03*2015 19:44:13,239.69,270.22,18.63
02*03*2015 19:54:13,241.06,271.85,18.57
02*03*2015 20:04:13,242.38,273.38,18.51
02*03*2015 20:14:13,243.82,274.9,18.45
02*03*2015 20:24:13,245.17,276.39,18.4
02*03*2015 20:34:13,246.5,277.87,18.35
02*03*2015 20:44:13,247.87,279.3,18.3
02*03*2015 20:54:13,249.17,281.03,18.25
02*03*2015 21:04:13,250.51,282.7,18.21
02*03*2015 21:14:13,251.83,284.35,18.17
02*03*2015 21:24:13,253.15,286.02,18.13
02*03*2015 21:34:13,254.45,287.65,18.09
02*03*2015 21:44:13,255.74,289.35,18.05
02*03*2015 21:54:13,257.02,291.07,18.01
02*03*2015 22:04:13,258.31,292.79,17.97
02*03*2015 22:14:13,259.58,294.44,17.94
02*03*2015 22:24:13,260.85,296.28,17.9
02*03*2015 22:34:13,262.14,298.18,17.86
02*03*2015 22:44:13,263.39,299.6,17.83
02*03*2015 22:54:13,264.67,301.22,17.8
02*03*2015 23:04:13,265.91,303.12,17.77
02*03*2015 23:14:13,267.21,305,17.73
02*03*2015 23:24:13,268.45,306.64,17.7
02*03*2015 23:34:13,269.72,308.41,17.67
02*03*2015 23:44:13,270.98,310.01,17.64
02*03*2015 23:54:13,272.48,312.14,17.61
03*03*2015 00:04:13,273.74,313.82,17.58
03*03*2015 00:14:13,275.02,315.52,17.56
03*03*2015 00:24:13,276.29,317.05,17.54
03*03*2015 00:34:13,277.53,318.79,17.51
03*03*2015 00:44:13,278.8,320.62,17.49
03*03*2015 00:54:13,280.1,322.48,17.46
03*03*2015 01:04:13,281.37,324.28,17.43
03*03*2015 01:14:13,282.62,326.09,17.41
03*03*2015 01:24:13,283.9,327.79,17.39
03*03*2015 01:34:13,285.18,329.73,17.37
03*03*2015 01:44:13,286.45,331.42,17.34
03*03*2015 01:54:13,287.75,333.09,17.33
03*03*2015 02:04:13,289.02,334.83,17.31
03*03*2015 02:14:13,290.31,336.78,17.29
03*03*2015 02:24:13,291.59,338.62,17.27
03*03*2015 02:34:13,292.88,340.43,17.25
03*03*2015 02:44:13,294.19,342.43,17.23
03*03*2015 02:54:13,295.49,344.45,17.2
03*03*2015 03:04:13,296.81,346.36,17.18
03*03*2015 03:14:13,298.1,348.22,17.17
03*03*2015 03:24:13,299.4,350.17,17.15
03*03*2015 03:34:13,300.72,352.24,17.13
03*03*2015 03:44:13,302.03,354.31,17.11
03*03*2015 03:54:13,303.35,356.19,17.09
03*03*2015 04:04:13,304.67,358.02,17.07
03*03*2015 04:14:13,306,360.01,17.06
03*03*2015 04:24:13,307.36,361.94,17.04
03*03*2015 04:34:13,308.66,363.72,17.02
03*03*2015 04:44:13,310.02,365.72,17.01
03*03*2015 04:54:13,311.34,367.85,16.99
03*03*2015 05:04:13,312.7,370.02,16.96
03*03*2015 05:14:13,314.07,372.13,16.94
03*03*2015 05:24:13,315.43,374.09,16.92
03*03*2015 05:34:13,316.76,375.93,16.91
03*03*2015 05:44:13,318.16,377.98,16.89
03*03*2015 05:54:13,319.51,380.08,16.87
03*03*2015 06:04:13,320.88,382.14,16.86
03*03*2015 06:14:13,322.35,384.36,16.84
03*03*2015 06:24:13,323.67,386.41,16.82
03*03*2015 06:34:13,325.04,388.57,16.81
03*03*2015 06:44:13,326.44,390.65,16.8
03*03*2015 06:54:13,327.79,392.6,16.79
03*03*2015 07:04:13,329.18,394.42,16.8
03*03*2015 07:14:13,330.55,396.42,16.81
03*03*2015 07:24:13,331.87,398.51,16.81
03*03*2015 07:34:13,333.27,400.42,16.82
03*03*2015 07:44:13,334.64,402.34,16.82
03*03*2015 07:54:13,336.06,404.39,16.82
03*03*2015 08:04:13,337.53,406.64,16.82
03*03*2015 08:14:13,338.89,408.56,16.82
03*03*2015 08:24:13,340.31,410.76,16.83
03*03*2015 08:34:13,341.63,412.96,16.83
03*03*2015 08:44:13,343.08,415.38,16.84
03*03*2015 08:54:13,344.46,417.8,16.85
03*03*2015 09:04:13,345.9,420.15,16.85
03*03*2015 09:14:13,347.3,422.35,16.86
03*03*2015 09:24:13,348.79,424.67,16.86
03*03*2015 09:34:13,350.3,426.9,16.87
03*03*2015 09:44:13,351.63,428.98,16.88
03*03*2015 09:54:13,352.26,430.84,16.9
03*03*2015 10:04:13,353.87,433.18,16.93
03*03*2015 10:14:13,355.38,435.48,16.95
03*03*2015 10:24:13,356.84,437.79,16.98
03*03*2015 10:34:13,358.25,440.01,17.01
03*03*2015 10:44:13,359.73,442,17.05
03*03*2015 10:54:13,361.15,444.02,17.09
03*03*2015 11:04:13,362.64,445.95,17.12
03*03*2015 11:14:13,363.96,447.89,17.16
03*03*2015 11:24:13,365.56,449.73,17.19
03*03*2015 11:34:13,367.13,452.09,17.22
03*03*2015 11:44:13,368.47,454.49,17.25
03*03*2015 11:54:13,370.01,456.77,17.27
03*03*2015 12:04:13,371.53,459.13,17.28
03*03*2015 12:14:13,373.47,461.86,17.29
03*03*2015 12:24:13,375.04,464.28,17.29
03*03*2015 12:34:13,376.58,466.76,17.3
03*03*2015 12:44:13,378.09,469.43,17.3
03*03*2015 12:54:13,379.62,471.77,17.31
03*03*2015 13:04:13,381.16,474.2,17.33
03*03*2015 13:14:13,382.63,476.54,17.35
03*03*2015 13:24:13,384.19,479.06,17.38
03*03*2015 13:34:13,385.67,481.47,17.4
03*03*2015 13:44:13,387.31,484.21,17.41
03*03*2015 13:54:13,388.83,486.88,17.44
03*03*2015 14:04:13,390.41,489.46,17.45
03*03*2015 14:14:13,392,491.39,17.46
03*03*2015 14:24:13,393.59,492.99,17.48
03*03*2015 14:34:13,395.16,494.93,17.49
03*03*2015 14:44:13,396.76,497.4,17.5
03*03*2015 14:54:13,398.3,499.78,17.5
03*03*2015 15:04:13,399.99,502.31,17.51
03*03*2015 15:14:13,401.57,504.77,17.52
03*03*2015 15:24:13,403.18,507.42,17.53
03*03*2015 15:34:13,404.04,509.4,17.55
03*03*2015 15:44:13,405.58,513.06,17.66
03*03*2015 15:54:13,407.08,515.86,17.73
03*03*2015 16:04:13,408.65,518.55,17.78
03*03*2015 16:14:13,410.22,521.19,17.82
03*03*2015 16:24:13,411.71,524.23,17.89
03*03*2015 16:34:13,413.14,527.88,18.02
03*03*2015 16:44:13,414.39,531.74,18.2
03*03*2015 16:54:13,415.72,535.74,18.38
03*03*2015 17:04:13,417.25,539.69,18.5
03*03*2015 17:14:13,418.88,543.64,18.59
03*03*2015 17:24:13,420.48,547.46,18.69
03*03*2015 17:34:13,422.18,551.59,18.77
03*03*2015 17:44:13,424.1,555.88,18.8
03*03*2015 17:54:13,425.84,560.07,18.82
03*03*2015 18:04:13,427.86,564.53,18.85
03*03*2015 18:14:13,429.79,568.5,18.85
03*03*2015 18:24:13,431.84,572.25,18.85
03*03*2015 18:34:13,434.27,576.5,18.84
03*03*2015 18:44:13,436.35,580.41,18.81
03*03*2015 18:54:13,438.45,584.35,18.77
03*03*2015 19:04:13,440.58,588.45,18.73
03*03*2015 19:14:13,442.73,592.39,18.69
03*03*2015 19:24:13,444.93,596.44,18.64
03*03*2015 19:34:13,447.11,600.42,18.59
03*03*2015 19:44:13,449.31,604.49,18.54
03*03*2015 19:54:13,451.48,608.7,18.49
03*03*2015 20:04:13,453.7,612.93,18.44
03*03*2015 20:14:13,455.91,617.22,18.38
03*03*2015 20:24:13,458.1,621.63,18.34
03*03*2015 20:34:13,460.33,625.98,18.29
03*03*2015 20:44:13,462.55,630.41,18.24
03*03*2015 20:54:13,464.77,634.89,18.19
03*03*2015 21:04:13,466.98,639.36,18.15
03*03*2015 21:14:13,469.21,643.82,18.11
03*03*2015 21:24:13,471.43,648.26,18.07
03*03*2015 21:34:13,473.68,652.78,18.04
03*03*2015 21:44:13,475.92,657.47,18
03*03*2015 21:54:13,478.19,662.13,17.96
03*03*2015 22:04:13,480.45,666.78,17.92
03*03*2015 22:14:13,482.71,671.41,17.89
03*03*2015 22:24:13,484.99,676.07,17.86
03*03*2015 22:34:13,487.25,680.85,17.83
03*03*2015 22:44:13,489.56,685.51,17.8
03*03*2015 22:54:13,491.86,690.35,17.77
03*03*2015 23:04:13,494.17,695.19,17.73
03*03*2015 23:14:13,496.48,699.98,17.71
03*03*2015 23:24:13,498.8,704.94,17.68
03*03*2015 23:34:13,501.13,709.87,17.64
03*03*2015 23:44:13,503.48,714.81,17.62
03*03*2015 23:54:13,505.79,719.88,17.59
04*03*2015 00:04:13,508.16,724.9,17.56
04*03*2015 00:14:13,510.51,729.98,17.54
04*03*2015 00:24:13,512.87,734.92,17.51
04*03*2015 00:34:13,515.24,739.94,17.49
04*03*2015 00:44:13,517.63,744.94,17.46
04*03*2015 00:54:13,520.02,750.05,17.44
04*03*2015 01:04:13,522.42,755.24,17.41
04*03*2015 01:14:13,524.83,760.51,17.39
04*03*2015 01:24:13,527.26,765.63,17.36
04*03*2015 01:34:13,529.69,770.87,17.34
04*03*2015 01:44:13,532.14,776.2,17.32
04*03*2015 01:54:13,534.58,781.57,17.29
04*03*2015 02:04:13,537.06,785.16,17.27
04*03*2015 02:14:13,539.53,785.29,17.24
04*03*2015 02:24:13,542.02,792.11,17.22
04*03*2015 02:34:13,544.52,796.37,17.19
04*03*2015 02:44:13,547,802.5,17.17
04*03*2015 02:54:13,549.52,806.34,17.14
04*03*2015 03:04:13,552.04,811.19,17.12
04*03*2015 03:14:13,554.57,816.67,17.1
04*03*2015 03:24:13,557.12,821.33,17.08
04*03*2015 03:34:13,559.65,826.21,17.05
04*03*2015 03:44:13,562.21,831.7,17.03
04*03*2015 03:54:13,564.8,836.12,17.01
04*03*2015 04:04:13,567.39,840.78,16.99
04*03*2015 04:14:13,570,845.94,16.96
04*03*2015 04:24:13,572.58,850.69,16.94
04*03*2015 04:34:13,575.2,855.22,16.92
04*03*2015 04:44:13,577.83,858.75,16.9
