Parameter Name,Value
General Information,
Sample name:,44
Start of measurement:,19*03*2015 14:15:57
Stop of measurement:,07*04*2015 08:35:57
Duration of Measurements:,18 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,358
Empty soil sampling ring weight [g]:,185.06
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.6
Scale [g]:,0.06
Sensor Unit Information,
Busnumber:,7
Subaddress:,1
Serial number:,760
Sensor unit name:,MY-HYPROP-MK
Firmware Version:,NaN
Scale Information,
Serial number:,
Scale name:,
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,19*03*2015 14:15:57
Tension top Air Entry Point,01*04*2015 01:25:57
Tension bottom Air Entry Point,01*04*2015 14:15:57
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.400321255726029
Dry soil weight [g]:,333.2
Additional Soil Paramters,
Density [g/cm3]:,1.34
Porosity [-]:,0.49
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,PDI-variant of the bimodal constrained van Genuchten model 
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C]
22*03*2015 01:55:57,39.72,41.52,-99.9
22*03*2015 02:05:57,39.77,41.56,-99.9
22*03*2015 02:15:57,39.82,41.62,-99.9
22*03*2015 02:25:57,39.86,41.66,-99.9
22*03*2015 02:35:57,39.89,41.69,-99.9
22*03*2015 02:45:57,39.93,41.73,-99.9
22*03*2015 02:55:57,39.95,41.76,-99.9
22*03*2015 03:05:57,39.98,41.79,-99.9
22*03*2015 03:15:57,40.02,41.82,-99.9
22*03*2015 03:25:57,40.03,41.84,-99.9
22*03*2015 03:35:57,40.06,41.87,-99.9
22*03*2015 03:45:57,40.11,41.92,-99.9
22*03*2015 03:55:57,40.14,41.96,-99.9
22*03*2015 04:05:57,40.2,42,-99.9
22*03*2015 04:15:57,40.22,42.04,-99.9
22*03*2015 04:25:57,40.25,42.07,-99.9
22*03*2015 04:35:57,40.29,42.11,-99.9
22*03*2015 04:45:57,40.34,42.15,-99.9
22*03*2015 04:55:57,40.37,42.19,-99.9
22*03*2015 05:05:57,40.39,42.23,-99.9
22*03*2015 05:15:57,40.43,42.26,-99.9
22*03*2015 05:25:57,40.49,42.31,-99.9
22*03*2015 05:35:57,40.51,42.34,-99.9
22*03*2015 05:45:57,40.54,42.38,-99.9
22*03*2015 05:55:57,40.56,42.39,-99.9
22*03*2015 06:05:57,40.61,42.44,-99.9
22*03*2015 06:15:57,40.65,42.48,-99.9
22*03*2015 06:25:57,40.65,42.49,-99.9
22*03*2015 06:35:57,40.69,42.53,-99.9
22*03*2015 06:45:57,40.72,42.56,-99.9
22*03*2015 06:55:57,40.76,42.59,-99.9
22*03*2015 07:05:57,40.77,42.58,-99.9
22*03*2015 07:15:57,40.81,42.65,-99.9
22*03*2015 07:25:57,40.85,42.67,-99.9
22*03*2015 07:35:57,40.89,42.72,-99.9
22*03*2015 07:45:57,40.92,42.75,-99.9
22*03*2015 07:55:57,40.94,42.77,-99.9
22*03*2015 08:05:57,40.99,42.82,-99.9
22*03*2015 08:15:57,41.03,42.87,-99.9
22*03*2015 08:25:57,41.05,42.89,-99.9
22*03*2015 08:35:57,41.06,42.92,-99.9
22*03*2015 08:45:57,41.1,42.93,-99.9
22*03*2015 08:55:57,41.14,42.97,-99.9
22*03*2015 09:05:57,41.15,42.99,-99.9
22*03*2015 09:15:57,41.19,43.03,-99.9
22*03*2015 09:25:57,41.2,43.04,-99.9
22*03*2015 09:35:57,41.22,43.06,-99.9
22*03*2015 09:45:57,41.24,43.09,-99.9
22*03*2015 09:55:57,41.29,43.12,-99.9
22*03*2015 10:05:57,41.3,43.13,-99.9
22*03*2015 10:15:57,41.34,43.18,-99.9
22*03*2015 10:25:57,41.36,43.21,-99.9
22*03*2015 10:35:57,41.4,43.24,-99.9
22*03*2015 10:45:57,41.43,43.29,-99.9
22*03*2015 10:55:57,41.45,43.3,-99.9
22*03*2015 11:05:57,41.49,43.35,-99.9
22*03*2015 11:15:57,41.54,43.39,-99.9
22*03*2015 11:25:57,41.57,43.43,-99.9
22*03*2015 11:35:57,41.62,43.47,-99.9
22*03*2015 11:45:57,41.65,43.49,-99.9
22*03*2015 11:55:57,41.7,43.54,-99.9
22*03*2015 12:05:57,41.75,43.6,-99.9
22*03*2015 12:15:57,41.81,43.66,-99.9
22*03*2015 12:25:57,41.86,43.72,-99.9
22*03*2015 12:35:57,41.91,43.77,-99.9
22*03*2015 12:45:57,41.96,43.82,-99.9
22*03*2015 12:55:57,42.03,43.88,-99.9
22*03*2015 13:05:57,42.05,43.93,-99.9
22*03*2015 13:15:57,42.12,43.98,-99.9
22*03*2015 13:25:57,42.17,44.03,-99.9
22*03*2015 13:35:57,42.21,44.07,-99.9
22*03*2015 13:45:57,42.26,44.12,-99.9
22*03*2015 13:55:57,42.29,44.16,-99.9
22*03*2015 14:05:57,42.34,44.22,-99.9
22*03*2015 14:15:57,42.4,44.28,-99.9
22*03*2015 14:25:57,42.45,44.31,-99.9
22*03*2015 14:35:57,42.52,44.38,-99.9
22*03*2015 14:45:57,42.57,44.43,-99.9
22*03*2015 14:55:57,42.63,44.5,-99.9
22*03*2015 15:05:57,42.73,44.61,-99.9
22*03*2015 15:15:57,42.76,44.65,-99.9
22*03*2015 15:25:57,42.78,44.67,-99.9
22*03*2015 15:35:57,42.81,44.71,-99.9
22*03*2015 15:45:57,42.84,44.73,-99.9
22*03*2015 15:55:57,42.87,44.75,-99.9
22*03*2015 16:05:57,42.9,44.77,-99.9
22*03*2015 16:15:57,42.93,44.8,-99.9
22*03*2015 16:25:57,43,44.84,-99.9
22*03*2015 16:35:57,43.1,44.92,-99.9
22*03*2015 16:45:57,43.19,45,-99.9
22*03*2015 16:55:57,43.23,45.05,-99.9
22*03*2015 17:05:57,43.28,45.08,-99.9
22*03*2015 17:15:57,43.32,45.11,-99.9
22*03*2015 17:25:57,43.4,45.18,-99.9
22*03*2015 17:35:57,43.37,45.21,-99.9
22*03*2015 17:45:57,43.23,45.04,-99.9
22*03*2015 17:55:57,43.38,45.11,-99.9
22*03*2015 18:05:57,43.53,45.22,-99.9
22*03*2015 18:15:57,43.74,45.39,-99.9
22*03*2015 18:25:57,43.93,45.57,-99.9
22*03*2015 18:35:57,44.11,45.73,-99.9
22*03*2015 18:45:57,44.32,45.91,-99.9
22*03*2015 18:55:57,44.48,46.11,-99.9
22*03*2015 19:05:57,44.66,46.29,-99.9
22*03*2015 19:15:57,44.83,46.45,-99.9
22*03*2015 19:25:57,44.96,46.61,-99.9
22*03*2015 19:35:57,45.1,46.76,-99.9
22*03*2015 19:45:57,45.24,46.91,-99.9
22*03*2015 19:55:57,45.39,47.05,-99.9
22*03*2015 20:05:57,45.5,47.19,-99.9
22*03*2015 20:15:57,45.62,47.32,-99.9
22*03*2015 20:25:57,45.72,47.43,-99.9
22*03*2015 20:35:57,45.84,47.56,-99.9
22*03*2015 20:45:57,45.94,47.67,-99.9
22*03*2015 20:55:57,46.04,47.76,-99.9
22*03*2015 21:05:57,46.1,47.85,-99.9
22*03*2015 21:15:57,46.18,47.94,-99.9
22*03*2015 21:25:57,46.25,48.01,-99.9
22*03*2015 21:35:57,46.31,48.09,-99.9
22*03*2015 21:45:57,46.39,48.16,-99.9
22*03*2015 21:55:57,46.48,48.23,-99.9
22*03*2015 22:05:57,46.53,48.29,-99.9
22*03*2015 22:15:57,46.59,48.37,-99.9
22*03*2015 22:25:57,46.64,48.44,-99.9
22*03*2015 22:35:57,46.69,48.49,-99.9
22*03*2015 22:45:57,46.75,48.55,-99.9
22*03*2015 22:55:57,46.79,48.61,-99.9
22*03*2015 23:05:57,46.84,48.66,-99.9
22*03*2015 23:15:57,46.89,48.71,-99.9
22*03*2015 23:25:57,46.93,48.75,-99.9
22*03*2015 23:35:57,46.98,48.81,-99.9
22*03*2015 23:45:57,47.03,48.86,-99.9
22*03*2015 23:55:57,47.07,48.91,-99.9
23*03*2015 00:05:57,47.15,48.95,-99.9
23*03*2015 00:15:57,47.17,49,-99.9
23*03*2015 00:25:57,47.22,49.06,-99.9
23*03*2015 00:35:57,47.28,49.1,-99.9
23*03*2015 00:45:57,47.33,49.15,-99.9
23*03*2015 00:55:57,47.36,49.19,-99.9
23*03*2015 01:05:57,47.4,49.25,-99.9
23*03*2015 01:15:57,47.43,49.29,-99.9
23*03*2015 01:25:57,47.49,49.32,-99.9
23*03*2015 01:35:57,47.54,49.38,-99.9
23*03*2015 01:45:57,47.57,49.43,-99.9
23*03*2015 01:55:57,47.61,49.48,-99.9
23*03*2015 02:05:57,47.66,49.53,-99.9
23*03*2015 02:15:57,47.71,49.57,-99.9
23*03*2015 02:25:57,47.74,49.61,-99.9
23*03*2015 02:35:57,47.79,49.66,-99.9
23*03*2015 02:45:57,47.83,49.7,-99.9
23*03*2015 02:55:57,47.87,49.75,-99.9
23*03*2015 03:05:57,47.92,49.78,-99.9
23*03*2015 03:15:57,47.96,49.83,-99.9
23*03*2015 03:25:57,48.01,49.89,-99.9
23*03*2015 03:35:57,48.04,49.93,-99.9
23*03*2015 03:45:57,48.09,49.97,-99.9
23*03*2015 03:55:57,48.14,50.01,-99.9
23*03*2015 04:05:57,48.18,50.06,-99.9
23*03*2015 04:15:57,48.22,50.1,-99.9
23*03*2015 04:25:57,48.26,50.15,-99.9
23*03*2015 04:35:57,48.29,50.19,-99.9
23*03*2015 04:45:57,48.34,50.25,-99.9
23*03*2015 04:55:57,48.38,50.29,-99.9
23*03*2015 05:05:57,48.41,50.33,-99.9
23*03*2015 05:15:57,48.48,50.38,-99.9
23*03*2015 05:25:57,48.52,50.42,-99.9
23*03*2015 05:35:57,48.56,50.47,-99.9
23*03*2015 05:45:57,48.62,50.53,-99.9
23*03*2015 05:55:57,48.66,50.57,-99.9
23*03*2015 06:05:57,48.7,50.62,-99.9
23*03*2015 06:15:57,48.77,50.67,-99.9
23*03*2015 06:25:57,48.84,50.77,-99.9
23*03*2015 06:35:57,48.84,50.76,-99.9
23*03*2015 06:45:57,48.89,50.82,-99.9
23*03*2015 06:55:57,48.94,50.87,-99.9
23*03*2015 07:05:57,48.98,50.91,-99.9
23*03*2015 07:15:57,49.01,50.95,-99.9
23*03*2015 07:25:57,49.04,50.98,-99.9
23*03*2015 07:35:57,49.08,51.01,-99.9
23*03*2015 07:45:57,49.11,51.06,-99.9
23*03*2015 07:55:57,49.08,50.99,-99.9
23*03*2015 08:05:57,49.15,51.08,-99.9
23*03*2015 08:15:57,49.23,51.19,-99.9
23*03*2015 08:25:57,49.26,51.21,-99.9
23*03*2015 08:35:57,49.36,51.27,-99.9
23*03*2015 08:45:57,49.32,51.27,-99.9
23*03*2015 08:55:57,49.35,51.3,-99.9
23*03*2015 09:05:57,49.35,51.39,-99.9
23*03*2015 09:15:57,49.37,51.35,16.04
23*03*2015 09:25:57,49.41,51.35,16.15
23*03*2015 09:35:57,49.58,51.54,16.18
23*03*2015 09:45:57,49.62,51.59,16.18
23*03*2015 09:55:57,49.59,51.52,16.21
23*03*2015 10:05:57,49.62,51.58,16.21
23*03*2015 10:15:57,49.68,51.63,16.21
23*03*2015 10:25:57,49.72,51.67,16.21
23*03*2015 10:35:57,49.76,51.7,16.25
23*03*2015 10:45:57,49.72,51.64,16.25
23*03*2015 10:55:57,49.86,51.83,16.25
23*03*2015 11:05:57,49.8,51.72,16.25
23*03*2015 11:15:57,49.88,51.83,16.28
23*03*2015 11:25:57,49.98,51.92,16.28
23*03*2015 11:35:57,50.02,51.96,16.28
23*03*2015 11:45:57,50.11,52.02,16.28
23*03*2015 11:55:57,50.21,52.13,16.32
23*03*2015 12:05:57,50.07,52.03,16.35
23*03*2015 12:15:57,50.17,52.09,16.35
23*03*2015 12:25:57,50.29,52.25,16.35
23*03*2015 12:35:57,50.24,52.13,16.35
23*03*2015 12:45:57,50.38,52.34,16.38
23*03*2015 12:55:57,50.51,52.44,16.42
23*03*2015 13:05:57,50.48,52.41,16.45
23*03*2015 13:15:57,50.54,52.47,16.49
23*03*2015 13:25:57,50.58,52.54,16.52
23*03*2015 13:35:57,50.65,52.57,16.56
23*03*2015 13:45:57,50.69,52.62,16.62
23*03*2015 13:55:57,50.66,52.56,16.66
23*03*2015 14:05:57,50.79,52.74,16.73
23*03*2015 14:15:57,50.83,52.76,16.76
23*03*2015 14:25:57,50.89,52.81,16.8
23*03*2015 14:35:57,50.94,52.86,16.86
23*03*2015 14:45:57,51.07,53.01,16.93
23*03*2015 14:55:57,51.03,52.97,16.97
23*03*2015 15:05:57,51.12,53.07,17.03
23*03*2015 15:15:57,51.13,53.05,17.1
23*03*2015 15:25:57,51.23,53.12,17.17
23*03*2015 15:35:57,51.31,53.2,17.21
23*03*2015 15:45:57,51.34,53.25,17.27
23*03*2015 15:55:57,51.4,53.3,17.34
23*03*2015 16:05:57,51.46,53.32,17.38
23*03*2015 16:15:57,51.55,53.45,17.41
23*03*2015 16:25:57,51.64,53.55,17.38
23*03*2015 16:35:57,51.7,53.6,17.38
23*03*2015 16:45:57,51.8,53.73,17.38
23*03*2015 16:55:57,51.89,53.81,17.34
23*03*2015 17:05:57,51.93,53.85,17.31
23*03*2015 17:15:57,52,53.91,17.31
23*03*2015 17:25:57,52.02,53.93,17.31
23*03*2015 17:35:57,52.07,53.99,17.31
23*03*2015 17:45:57,51.97,53.89,17.34
23*03*2015 17:55:57,52.29,54.18,17.41
23*03*2015 18:05:57,52.25,54.18,17.45
23*03*2015 18:15:57,52.35,54.26,17.55
23*03*2015 18:25:57,52.29,54.3,17.58
23*03*2015 18:35:57,52.48,54.38,17.62
23*03*2015 18:45:57,52.64,54.55,17.62
23*03*2015 18:55:57,52.65,54.56,17.58
23*03*2015 19:05:57,52.66,54.58,17.58
23*03*2015 19:15:57,52.72,54.63,17.55
23*03*2015 19:25:57,52.73,54.61,17.51
23*03*2015 19:35:57,52.82,54.74,17.51
23*03*2015 19:45:57,52.88,54.79,17.45
23*03*2015 19:55:57,52.94,54.84,17.45
23*03*2015 20:05:57,53,54.9,17.41
23*03*2015 20:15:57,53.06,54.97,17.41
23*03*2015 20:25:57,53.12,55.04,17.38
23*03*2015 20:35:57,53.17,55.09,17.34
23*03*2015 20:45:57,53.23,55.15,17.31
23*03*2015 20:55:57,53.29,55.2,17.27
23*03*2015 21:05:57,53.35,55.27,17.24
23*03*2015 21:15:57,53.41,55.33,17.21
23*03*2015 21:25:57,53.48,55.39,17.14
23*03*2015 21:35:57,53.53,55.45,17.14
23*03*2015 21:45:57,53.59,55.51,17.1
23*03*2015 21:55:57,53.63,55.57,17.07
23*03*2015 22:05:57,53.69,55.63,17.03
23*03*2015 22:15:57,53.76,55.67,17
23*03*2015 22:25:57,53.81,55.73,16.97
23*03*2015 22:35:57,53.87,55.79,16.93
23*03*2015 22:45:57,53.91,55.86,16.9
23*03*2015 22:55:57,53.96,55.92,16.86
23*03*2015 23:05:57,54.02,55.97,16.86
23*03*2015 23:15:57,54.07,56.01,16.83
23*03*2015 23:25:57,54.12,56.06,16.8
23*03*2015 23:35:57,54.18,56.11,16.8
23*03*2015 23:45:57,54.23,56.16,16.76
23*03*2015 23:55:57,54.29,56.21,16.73
24*03*2015 00:05:57,54.32,56.27,16.69
24*03*2015 00:15:57,54.37,56.32,16.66
24*03*2015 00:25:57,54.42,56.37,16.62
24*03*2015 00:35:57,54.47,56.42,16.62
24*03*2015 00:45:57,54.52,56.48,16.59
24*03*2015 00:55:57,54.59,56.53,16.56
24*03*2015 01:05:57,54.64,56.58,16.56
24*03*2015 01:15:57,54.68,56.63,16.52
24*03*2015 01:25:57,54.72,56.69,16.49
24*03*2015 01:35:57,54.78,56.74,16.49
24*03*2015 01:45:57,54.83,56.8,16.45
24*03*2015 01:55:57,54.9,56.85,16.42
24*03*2015 02:05:57,54.93,56.92,16.38
24*03*2015 02:15:57,55.01,56.96,16.35
24*03*2015 02:25:57,55.04,57.01,16.32
24*03*2015 02:35:57,55.1,57.08,16.32
24*03*2015 02:45:57,55.15,57.12,16.28
24*03*2015 02:55:57,55.2,57.18,16.28
24*03*2015 03:05:57,55.25,57.23,16.25
24*03*2015 03:15:57,55.31,57.28,16.21
24*03*2015 03:25:57,55.34,57.34,16.21
24*03*2015 03:35:57,55.41,57.39,16.18
24*03*2015 03:45:57,55.45,57.44,16.15
24*03*2015 03:55:57,55.5,57.48,16.11
24*03*2015 04:05:57,55.56,57.55,16.08
24*03*2015 04:15:57,55.59,57.6,16.08
24*03*2015 04:25:57,55.65,57.65,16.04
24*03*2015 04:35:57,55.71,57.65,16.01
24*03*2015 04:45:57,55.76,57.75,15.97
24*03*2015 04:55:57,55.81,57.81,15.97
24*03*2015 05:05:57,55.87,57.85,15.91
24*03*2015 05:15:57,55.92,57.91,15.91
24*03*2015 05:25:57,55.97,57.97,15.87
24*03*2015 05:35:57,56.02,58.03,15.87
24*03*2015 05:45:57,56.08,58.09,15.84
24*03*2015 05:55:57,56.13,58.13,15.8
24*03*2015 06:05:57,56.17,58.19,15.77
24*03*2015 06:15:57,56.23,58.24,15.77
24*03*2015 06:25:57,56.27,58.29,15.74
24*03*2015 06:35:57,56.33,58.35,15.74
24*03*2015 06:45:57,56.38,58.4,15.7
24*03*2015 06:55:57,56.45,58.46,15.7
24*03*2015 07:05:57,56.48,58.5,15.67
24*03*2015 07:15:57,56.54,58.56,15.63
24*03*2015 07:25:57,56.59,58.61,15.63
24*03*2015 07:35:57,56.62,58.66,15.63
24*03*2015 07:45:57,56.7,58.73,15.63
24*03*2015 07:55:57,56.72,58.75,15.63
24*03*2015 08:05:57,56.77,58.8,15.63
24*03*2015 08:15:57,56.82,58.87,15.63
24*03*2015 08:25:57,56.79,58.82,15.63
24*03*2015 08:35:57,56.87,58.88,15.67
24*03*2015 08:45:57,56.94,58.97,15.7
24*03*2015 08:55:57,56.91,58.9,15.67
24*03*2015 09:05:57,57.07,59.04,15.77
24*03*2015 09:15:57,57.05,59.03,-99.9
24*03*2015 09:25:57,57.12,59.11,-99.9
24*03*2015 09:35:57,57.22,59.24,-99.9
24*03*2015 09:45:57,57.28,59.29,-99.9
24*03*2015 09:55:57,57.33,59.32,-99.9
24*03*2015 10:05:57,57.39,59.39,-99.9
24*03*2015 10:15:57,57.48,59.5,-99.9
24*03*2015 10:25:57,57.48,59.48,-99.9
24*03*2015 10:35:57,57.54,59.53,-99.9
24*03*2015 10:45:57,57.66,59.6,-99.9
24*03*2015 10:55:57,57.64,59.66,-99.9
24*03*2015 11:05:57,57.68,59.69,-99.9
24*03*2015 11:15:57,57.83,59.8,-99.9
24*03*2015 11:25:57,57.8,59.79,-99.9
24*03*2015 11:35:57,57.72,59.71,-99.9
24*03*2015 11:45:57,57.8,59.9,-99.9
24*03*2015 11:55:57,57.95,59.95,-99.9
24*03*2015 12:05:57,58.07,60.06,-99.9
24*03*2015 12:15:57,58.07,60.09,-99.9
24*03*2015 12:25:57,58.16,60.19,-99.9
24*03*2015 12:35:57,58.16,60.13,-99.9
24*03*2015 12:45:57,58.24,60.2,-99.9
24*03*2015 12:55:57,58.26,60.23,-99.9
24*03*2015 13:05:57,58.31,60.3,-99.9
24*03*2015 13:15:57,58.45,60.46,-99.9
24*03*2015 13:25:57,58.48,60.43,-99.9
24*03*2015 13:35:57,58.49,60.45,-99.9
24*03*2015 13:45:57,58.54,60.57,-99.9
24*03*2015 13:55:57,58.66,60.67,-99.9
24*03*2015 14:05:57,58.61,60.61,-99.9
24*03*2015 14:15:57,58.77,60.76,-99.9
24*03*2015 14:25:57,58.81,60.84,-99.9
24*03*2015 14:35:57,58.79,60.84,-99.9
24*03*2015 14:45:57,58.87,60.82,-99.9
24*03*2015 14:55:57,58.97,60.95,-99.9
24*03*2015 15:05:57,59,60.99,-99.9
24*03*2015 15:15:57,59.13,61.13,-99.9
24*03*2015 15:25:57,59.17,61.16,-99.9
24*03*2015 15:35:57,59.25,61.24,-99.9
24*03*2015 15:45:57,59.18,61.18,-99.9
24*03*2015 15:55:57,59.3,61.42,-99.9
24*03*2015 16:05:57,59.41,61.41,-99.9
24*03*2015 16:15:57,59.54,61.49,-99.9
24*03*2015 16:25:57,59.56,61.55,16.83
24*03*2015 16:35:57,59.59,61.58,16.86
24*03*2015 16:45:57,59.65,61.64,16.9
24*03*2015 16:55:57,59.63,61.61,16.9
24*03*2015 17:05:57,59.82,61.75,16.9
24*03*2015 17:15:57,59.84,61.83,16.9
24*03*2015 17:25:57,59.86,61.91,16.9
24*03*2015 17:35:57,59.93,61.92,16.9
24*03*2015 17:45:57,59.98,61.96,16.9
24*03*2015 17:55:57,60.03,62.02,16.9
24*03*2015 18:05:57,60.08,62.07,16.9
24*03*2015 18:15:57,60.14,62.14,16.9
24*03*2015 18:25:57,60.17,62.16,16.9
24*03*2015 18:35:57,60.22,62.21,16.9
24*03*2015 18:45:57,60.26,62.25,16.9
24*03*2015 18:55:57,60.32,62.3,16.86
24*03*2015 19:05:57,60.36,62.35,16.86
24*03*2015 19:15:57,60.4,62.39,16.86
24*03*2015 19:25:57,60.45,62.44,16.86
24*03*2015 19:35:57,60.49,62.48,16.86
24*03*2015 19:45:57,60.53,62.52,16.86
24*03*2015 19:55:57,60.57,62.56,16.86
24*03*2015 20:05:57,60.61,62.61,16.83
24*03*2015 20:15:57,60.65,62.65,16.86
24*03*2015 20:25:57,60.7,62.68,16.83
24*03*2015 20:35:57,60.74,62.73,16.83
24*03*2015 20:45:57,60.81,62.79,16.83
24*03*2015 20:55:57,60.83,62.82,16.83
24*03*2015 21:05:57,60.88,62.88,16.8
24*03*2015 21:15:57,60.93,62.92,16.8
24*03*2015 21:25:57,60.97,62.97,16.8
24*03*2015 21:35:57,61.02,63.02,16.76
24*03*2015 21:45:57,61.07,63.05,16.76
24*03*2015 21:55:57,61.1,63.11,16.76
24*03*2015 22:05:57,61.16,63.16,16.76
24*03*2015 22:15:57,61.2,63.2,16.76
24*03*2015 22:25:57,61.26,63.25,16.73
24*03*2015 22:35:57,61.29,63.3,16.73
24*03*2015 22:45:57,61.34,63.34,16.69
24*03*2015 22:55:57,61.39,63.38,16.69
24*03*2015 23:05:57,61.44,63.43,16.69
24*03*2015 23:15:57,61.48,63.48,16.69
24*03*2015 23:25:57,61.53,63.53,16.66
24*03*2015 23:35:57,61.57,63.58,16.62
24*03*2015 23:45:57,61.62,63.62,16.62
24*03*2015 23:55:57,61.66,63.67,16.62
25*03*2015 00:05:57,61.7,63.71,16.62
25*03*2015 00:15:57,61.75,63.76,16.59
25*03*2015 00:25:57,61.8,63.81,16.62
25*03*2015 00:35:57,61.85,63.86,16.59
25*03*2015 00:45:57,61.9,63.91,16.56
25*03*2015 00:55:57,61.95,63.96,16.56
25*03*2015 01:05:57,61.99,64,16.56
25*03*2015 01:15:57,62.04,64.06,16.56
25*03*2015 01:25:57,62.08,64.1,16.52
25*03*2015 01:35:57,62.13,64.15,16.52
25*03*2015 01:45:57,62.18,64.2,16.49
25*03*2015 01:55:57,62.23,64.24,16.49
25*03*2015 02:05:57,62.27,64.29,16.49
25*03*2015 02:15:57,62.32,64.34,16.49
25*03*2015 02:25:57,62.37,64.39,16.45
25*03*2015 02:35:57,62.41,64.43,16.45
25*03*2015 02:45:57,62.45,64.48,16.42
25*03*2015 02:55:57,62.5,64.53,16.42
25*03*2015 03:05:57,62.56,64.58,16.45
25*03*2015 03:15:57,62.6,64.62,16.42
25*03*2015 03:25:57,62.64,64.67,16.42
25*03*2015 03:35:57,62.69,64.71,16.38
25*03*2015 03:45:57,62.73,64.76,16.38
25*03*2015 03:55:57,62.78,64.81,16.35
25*03*2015 04:05:57,62.82,64.85,16.35
25*03*2015 04:15:57,62.87,64.89,16.35
25*03*2015 04:25:57,62.91,64.95,16.35
25*03*2015 04:35:57,62.95,64.99,16.35
25*03*2015 04:45:57,63,65.03,16.35
25*03*2015 04:55:57,63.05,65.08,16.35
25*03*2015 05:05:57,63.1,65.13,16.32
25*03*2015 05:15:57,63.15,65.17,16.35
25*03*2015 05:25:57,63.19,65.22,16.32
25*03*2015 05:35:57,63.24,65.27,16.32
25*03*2015 05:45:57,63.28,65.31,16.32
25*03*2015 05:55:57,63.34,65.37,16.32
25*03*2015 06:05:57,63.37,65.41,16.28
25*03*2015 06:15:57,63.42,65.45,16.28
25*03*2015 06:25:57,63.46,65.49,16.28
25*03*2015 06:35:57,63.51,65.55,16.28
25*03*2015 06:45:57,63.55,65.59,16.28
25*03*2015 06:55:57,63.6,65.64,16.25
25*03*2015 07:05:57,63.65,65.69,16.28
25*03*2015 07:15:57,63.72,65.76,16.28
25*03*2015 07:25:57,63.75,65.79,16.28
25*03*2015 07:35:57,63.78,65.81,16.28
25*03*2015 07:45:57,63.83,65.87,16.32
25*03*2015 07:55:57,63.87,65.91,16.32
25*03*2015 08:05:57,63.91,65.95,16.32
25*03*2015 08:15:57,63.97,66,16.35
25*03*2015 08:25:57,64.08,66.06,16.32
25*03*2015 08:35:57,64.06,66.1,16.32
25*03*2015 08:45:57,64.02,66.03,16.35
25*03*2015 08:55:57,64.18,66.24,16.35
25*03*2015 09:05:57,64.25,66.29,16.35
25*03*2015 09:15:57,64.29,66.33,16.42
25*03*2015 09:25:57,64.4,66.46,16.42
25*03*2015 09:35:57,64.41,66.41,16.45
25*03*2015 09:45:57,64.44,66.53,16.45
25*03*2015 09:55:57,64.52,66.57,16.45
25*03*2015 10:05:57,64.61,66.64,16.49
25*03*2015 10:15:57,64.64,66.68,16.49
25*03*2015 10:25:57,64.7,66.73,16.49
25*03*2015 10:35:57,64.78,66.82,16.52
25*03*2015 10:45:57,64.89,66.87,16.56
25*03*2015 10:55:57,64.87,66.92,16.52
25*03*2015 11:05:57,64.93,66.91,16.56
25*03*2015 11:15:57,64.97,67.01,16.56
25*03*2015 11:25:57,64.99,67.02,16.59
25*03*2015 11:35:57,65.14,67.21,16.59
25*03*2015 11:45:57,65.19,67.2,16.59
25*03*2015 11:55:57,65.25,67.25,16.62
25*03*2015 12:05:57,65.29,67.3,16.66
25*03*2015 12:15:57,65.24,67.3,16.66
25*03*2015 12:25:57,65.29,67.32,16.69
25*03*2015 12:35:57,65.33,67.38,16.69
25*03*2015 12:45:57,65.48,67.5,16.69
25*03*2015 12:55:57,65.54,67.54,16.76
25*03*2015 13:05:57,65.55,67.56,16.76
25*03*2015 13:15:57,65.66,67.69,16.76
25*03*2015 13:25:57,65.72,67.72,16.76
25*03*2015 13:35:57,65.8,67.82,16.76
25*03*2015 13:45:57,65.92,67.92,16.8
25*03*2015 13:55:57,65.98,68,16.76
25*03*2015 14:05:57,65.97,67.98,16.8
25*03*2015 14:15:57,66.03,68.03,16.8
25*03*2015 14:25:57,66.1,68.12,16.8
25*03*2015 14:35:57,66.22,68.25,16.8
25*03*2015 14:45:57,66.22,68.23,16.83
25*03*2015 14:55:57,66.25,68.26,16.83
25*03*2015 15:05:57,66.23,68.25,16.8
25*03*2015 15:15:57,66.38,68.42,16.83
25*03*2015 15:25:57,66.44,68.47,16.83
25*03*2015 15:35:57,66.37,68.41,16.83
25*03*2015 15:45:57,66.55,68.59,16.86
